"Table  download from NOAA Fisheries ShoreZone mapping website, Fri Aug 09 2024"
"ShoreZone Unit"

Selection Criteria:

"PHY_IDENT","HabClass","BC_CLASS","EXP_BIO","SHORETYPE","ESI","ORI","TRSH","DUGR","SPZO","BLLI","WHLI","YELI","BARN","BLMU","GRAL","BRAL","SURF","EELG","SOBK","ROCK","DRKE","BUKE","CMECS_1","CMECS_2","LENGTH_M","Slope_calc","SHORE_PROB","LOST_SHORE","Wave_Dissipation","Orient_dir","Tidal_height","CVI_Rank"
"04/02/0111/E","50","3","P","3","8A","5","","","","M","","","P","","","","","","C","C","","","S1.1","S1.2.1.2.1","252.958","6","","","Spilling","W","7.1","Low"
"04/02/0112/A","50","2","P","2","8A","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","236.623","45","","","Surging","W","7.1","Low"
"04/02/0113/A","50","3","P","3","8D","5","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","468.484","16","","","Plunging","SW","7.1","Low"
"04/02/0114/A","50","3","P","3","8D","5","","","","M","","","P","","P","","","","C","C","","","S1.1","S1.2.1.2.1","198.619","18","","","Plunging","SE","7.1","Low"
"04/02/0114/B","50","6","P","6","6A","5","","P","","M","","","","","","","","","C","P","","","S1.2.1.2.1","","176.795","11","","","Plunging","SE","7.1","Low"
"04/02/0115/A","51","6","P","6","9A","5","","P","","M","","","","","","","","","C","C","","","S1.2.1.2.1","","264.176","5","","","Spilling","SW","7.1","Low"
"04/02/0116/A","50","3","P","3","8A","5","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","243.353","24","","","Plunging","SW","7.1","Low"
"04/02/0116/B","50","3","P","3","8D","5","P","","","M","","","P","","P","","","","C","C","","","S1.1","S1.2.1.2.1","87.037","8","","","Spilling","SW","7.1","Low"
"04/02/0116/C","50","3","P","3","8D","5","P","","","M","","","P","","P","","","","C","C","","","S1.1","S1.2.1.2.1","134.235","20","","","Plunging","SW","7.1","Low"
"04/02/0117/A","50","3","P","3","6B","5","C","","","N","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","124.037","31","","","Plunging","W","7.1","Low"
"04/02/0117/B","50","1","P","1","8A","3","C","","","N","","","P","","C","","","","C","C","","","S1.1","","186.212","67","","","Surging","NW","7.1","Low"
"04/02/0118/A","50","3","P","3","8D","5","C","","","N","","","P","","C","","","","P","C","","","S1.1","S1.2.1.2.1","175.046","10","","","Plunging","NW","7.1","Low"
"04/02/0119/A","50","3","P","3","8A","5","","","","M","","","C","","P","","","","P","C","","","S1.1","S1.2.1.2.1","194.293","45","","","Collapsing","NW","7.1","Low"
"04/02/0120/A","51","6","P","6","9A","5","C","","","N","","","","","","","","","C","C","","","S1.2.1.2.1","","185.625","7","","","Spilling","NW","7.1","Low"
"04/02/0120/B","51","6","P","6","9A","5","","","N","N","","","","","","","","","C","C","","","S1.2.1.2.1","","534.219","2","","","Spilling","N","7.1","Low"
"04/02/0121/A","50","3","P","3","8D","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","109.243","24","","","Plunging","N","7.1","Low"
"04/02/0122/A","50","3","P","3","6A","5","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","95.365","22","","","Plunging","N","7.1","Low"
"04/02/0123/A","51","6","P","6","6A","5","","","N","N","","","","","","","","","C","C","","","S1.2.1.2.1","","318.055","11","","","Plunging","NE","7.1","Low"
"04/02/0124/A","50","3","P","3","6B","5","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","120.393","24","","","Plunging","NE","7.1","Low"
"04/02/0124/B","50","3","P","3","8D","5","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","177.749","15","","","Plunging","N","7.1","Low"
"04/02/0125/A","51","6","P","6","9A","5","","","N","N","","","P","","P","","","","C","C","","","S1.2.1.2.1","","340.377","4","","","Spilling","N","7.1","Low"
"04/02/0125/B","51","6","P","6","9A","5","","","N","N","","","C","","","","","","C","C","","","S1.2.1.2.1","","112.065","4","","","Spilling","N","7.1","Low"
"04/02/0126/A","53","3","P","3","10A","5","","","","N","","","C","","","","","P","C","C","","","S1.1","S1.2.1.2.1","345.324","4","","","Spilling","NE","7.1","Low"
"04/02/0127/A","51","3","P","3","8A","5","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","346.909","14","","","Plunging","E","7.1","Low"
"04/02/0128/A","50","6","P","6","5","5","","","","M","","","C","","","","","","C","C","","","S1.2.1.2.1","","69.122","17","","","Plunging","NE","7.1","Low"
"04/02/0129/A","50","2","P","2","8A","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","77.532","55","","","Surging","N","7.1","Low"
"04/02/0129/B","50","2","P","2","8D","4","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.1","115.73","42","","","Collapsing","NW","7.1","Low"
"04/02/0130/A","51","6","P","6","6A","5","","","M","M","","","P","","","","","","C","C","","","S1.2.1.2.1","","100.772","13","","","Plunging","N","7.1","Low"
"04/02/0131/A","50","3","P","3","8D","5","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","150.691","27","","","Plunging","NE","7.1","Low"
"04/02/0131/B","50","6","P","6","6A","5","","","","M","","","C","","","","","","C","C","","","S1.2.1.2.1","","108.264","16","","","Plunging","SW","7.1","Low"
"04/02/0132/A","51","6","P","6","9A","5","","","N","N","","","","","","","","","C","C","","","S1.2.1.2.1","","283.889","7","","","Spilling","W","7.1","Low"
"04/02/0133/A","50","6","P","6","8D","5","","","","N","","","P","","P","","","","C","C","","","S1.2.1.2.1","","319.531","14","","","Plunging","N","7.1","Low"
"04/02/0134/A","40","3","SP","3","8D","5","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","167.436","11","","","Plunging","N","7.1","Low"
"04/02/0135/A","51","6","P","6","9A","5","","","","M","","","P","","","","","","C","C","","","S1.2.1.2.1","","116.368","6","","","Spilling","NW","7.1","Low"
"04/02/0136/A","51","6","P","6","9A","5","","","N","N","","","","","","","","","C","C","","","S1.2.1.2.1","","253.012","5","","","Spilling","N","7.1","Low"
"04/02/0137/A","40","6","SP","6","8D","5","","","M","M","","","P","","P","","","","C","C","","","S1.2.1.2.1","","162.072","14","","","Plunging","N","7.1","Low"
"04/02/0138/A","40","3","SP","3","8D","5","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","57.081","31","","","Plunging","N","7.1","Low"
"04/02/0139/A","50","6","P","6","8D","5","","","","M","","","P","","","","","","C","C","","","S1.2.1.2.1","","137.079","16","","","Plunging","N","7.1","Low"
"04/02/0140/A","50","3","P","3","8A","5","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","146.923","17","","","Plunging","N","7.1","Low"
"04/02/0140/B","50","3","P","3","8A","5","","","","N","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","85.981","42","","","Plunging","N","7.1","Low"
"04/02/0140/C","50","6","P","6","8A","5","","","","N","","","C","","","","","","C","C","","","S1.2.1.2.1","","121.016","9","","","Spilling","NE","7.1","Low"
"04/02/0141/A","50","7","P","7","9A","5","","","","N","","","C","","","","","","C","C","","","S1.2.2.2","","102.907","8","","","Plunging","W","7.2","Low"
"04/02/0141/B","50","4","P","4","8A","5","","","","N","","","","","","","","","C","C","","","S1.1","S1.2.2.2","79.554","18","","","Plunging","E","7.2","Low"
"04/02/0142/A","50","4","P","4","9A","5","","","","N","","","C","","","","","","P","C","","","S1.1","S1.2.2.2","176.388","5","","","Spilling","S","7.2","Low"
"04/02/0143/A","50","7","P","7","5","5","P","","","N","","","","","","","","","C","C","","","S1.2.2.2","","97.234","10","","","Plunging","E","7.2","Low"
"04/02/0143/B","50","4","P","4","8A","5","","","","M","","","P","","","","","","C","C","","","S1.1","S1.2.2.2","431.3","17","","","Plunging","E","7.2","Low"
"04/02/0143/C","50","7","P","7","9A","5","","","","N","","","P","","","","","","C","C","","","S1.2.2.2","","68.158","10","","","Plunging","S","7.2","Low"
"04/02/0143/D","50","4","P","4","8A","5","","","","M","","","P","","","","","","C","C","","","S1.1","S1.2.2.2","89.218","17","","","Plunging","SW","7.2","Low"
"04/02/0144/A","50","6","P","6","5","5","","","","N","","","P","","","","","","C","C","","","S1.2.1.2.1","","140.626","9","","","Plunging","S","7.2","Low"
"04/02/0145/A","50","3","P","3","8A","5","","","","M","","","P","","P","","","","C","C","","","S1.1","S1.2.1.2.1","149.531","31","","","Plunging","SE","7.2","Low"
"04/02/0146/A","51","6","P","6","5","5","P","","","M","","","C","","","","","","C","C","","","S1.2.1.2.1","","113.509","13","","","Plunging","SE","7.2","Low"
"04/02/0147/A","40","3","SP","3","5","5","","","","N","","","","","","","","","P","C","","","S1.1","S1.2.1.2.1","100.782","20","","","Plunging","W","7.2","Low"
"04/02/0147/B","40","3","SP","3","5","3","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","104.704","26","","","Plunging","E","7.2","Low"
"04/02/0148/A","50","3","P","3","8A","5","","","","M","","","C","","","","","","P","C","","","S1.1","S1.2.1.2.1","69.749","17","","","Plunging","NE","7.2","Low"
"04/02/0148/B","50","6","P","6","5","5","","","","M","","","","","","","","","C","","","","S1.2.1.2.1","","94.012","10","","","Plunging","E","7.2","Low"
"04/02/0148/C","50","3","P","3","5","5","","","","M","","","C","","","","","","C","P","","","S1.1","S1.2.1.2.1","95.748","12","","","Plunging","E","7.2","Low"
"04/02/0149/A","40","3","SP","3","8A","5","","","","M","","","C","","","","","","C","P","","","S1.1","S1.2.1.2.1","66.066","14","","","Plunging","N","7.2","Low"
"04/02/0149/B","40","1","SP","1","2A","3","","","","M","","","C","","","","","","C","P","","","S1.1","","60.56","10","","","Plunging","N","7.2","Low"
"04/02/0149/C","40","3","SP","3","8A","5","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","117.449","14","","","Plunging","N","7.2","Low"
"04/02/0150/A","51","7","P","7","9A","5","","","N","N","","","P","","","","","","C","C","","","S1.2.2.2","","164.389","5","","","Spilling","N","7.2","Low"
"04/02/0150/B","51","3","P","3","8A","5","","","","N","","","C","","P","","","","C","P","","","S1.1","S1.2.1.2.1","77.753","10","","","Plunging","E","7.2","Low"
"04/02/0151/A","40","3","SP","3","8A","5","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","255.047","36","","","Collapsing","N","7.2","Low"
"04/02/0152/A","40","3","SP","3","8A","3","","","","M","","","C","","","","","","C","C","","","S1.1","S1.2.1.2.1","400.674","36","","","Collapsing","NW","7.2","Low"
"04/02/0153/A","40","1","SP","1","8A","3","","","","M","","","C","C","","","","","","C","","","S1.1","","784.873","67","","","Surging","W","7.2","Low"
"04/02/0154/A","53","7","P","7","9A","4","","C","","M","","","","","C","","","","C","P","","","S1.2.2.2","","212.546","6","","","Spilling","NW","7.2","Low"
"04/02/0155/A","50","7","P","7","9A","5","","C","","","","","","","","","","","C","C","","","S1.2.2.2","","118.171","7","","","Plunging","N","7.2","Low"
"04/02/0155/B","50","6","P","6","5","5","","","","M","","","P","","P","","","","C","C","","","S1.2.1.2.1","","330.297","12","","","Plunging","N","7.2","Low"
"04/02/0156/A","50","3","P","3","8A","5","","","","M","","","C","P","C","","","","C","C","","","S1.1","S1.2.1.2.1","212.978","20","","","Plunging","W","7.2","Low"
"04/02/0157/A","51","6","P","6","5","5","","C","","M","","","P","","P","","","","C","","","","S1.2.1.2.1","","273.315","10","","","Plunging","W","7.2","Low"
"04/02/0158/A","40","3","SP","3","8A","5","","","","M","","","C","P","P","","","","C","C","","","S1.1","S1.2.1.2.1","444.3","36","","","Collapsing","NW","7.2","Low"
"04/02/0159/A","51","6","P","6","5","5","","","","N","","","P","","C","","","","C","","","","S1.2.1.2.1","","97.195","10","","","Plunging","SW","7.2","Low"
"04/02/0160/A","50","3","P","3","8A","5","","","","M","","","C","","P","","","","C","C","","","S1.1","S1.2.1.2.1","280.331","24","","","Plunging","W","7.2","Low"
"04/02/0161/A","50","6","P","6","9A","5","","P","M","","","","","","","","","","C","P","","","S1.2.1.2.1","","317.346","7","","","Plunging","NW","7.3","Low"
"04/02/0162/A","50","3","P","3","8A","5","","","M","M","","","P","","","","","","C","C","","","S1.1","S1.2.1.2.1","288.824","16","","","Plunging","NW","7.3","Low"
"04/02/0163/A","40","7","SP","7","5","5","","","M","M","","","C","","P","","","","C","P","","","S1.2.2.2","","286.875","13","","","Plunging","NW","7.3","Low"
"04/02/0164/A","40","3","SP","3","5","5","","","","M","","","","","C","","","","C","C","","","S1.1","S1.2.1.2.1","429.221","8","","","Plunging","NW","7.3","Low"
"04/02/0165/A","51","6","P","6","9A","5","","","","M","","","P","P","C","","","","C","C","","","S1.2.1.2.1","","123.168","7","","","Plunging","W","7.3","Low"
"04/02/0166/A","40","3","SP","3","8A","5","","","","M","","","C","","C","","","","C","C","","","S1.1","S1.2.1.2.1","511.48","15","","","Plunging","N","7.3","Low"
"04/02/0167/A","40","7","SP","7","9A","5","","","","M","","","P","","C","","","","C","P","","","S1.2.2.2","","134.181","3","","","Spilling","W","7.3","Low"
"04/02/0168/A","41","3","SP","3","9A","5","","","","M","","","P","","C","","","","C","C","","","S1.1","S1.2.1.2.1","207.026","3","","","Spilling","NW","7.3","Low"
"04/02/0169/A","51","3","P","3","9A","5","","P","","M","","","P","C","P","","","","P","C","","","S1.1","S1.2.1.2.1","336.946","3","","","Spilling","W","7.3","Low"
"04/02/0170/A","51","3","P","3","8A","5","","","","N","","","C","P","","","","","","C","","","S1.1","S1.2.1.2.1","184.244","42","","","Surging","W","7.3","Low"
"04/02/0171/A","42","6","SP","6","9A","5","","C","","","","","","","","","","","C","C","","","S1.2.1.2.1","","680.991","3","","","Spilling","NW","7.3","Low"
"04/02/0171/B","42","2","SP","2","6B","3","","","","M","","","C","C","C","","","","C","C","","","S1.1","S1.2.1.1","282.497","26","","","Plunging","NW","7.3","Low"
"04/02/0172/A","41","3","SP","3","9A","5","","P","","M","","","","C","","","","","C","P","","","S1.1","S1.2.1.2.1","569.335","7","","","Plunging","NW","7.3","Low"
"04/02/0173/A","41","6","SP","6","9A","5","","","","M","","","P","C","C","","","","C","C","","","S1.2.1.2.1","","185.275","3","","","Spilling","NW","7.3","Low"
"04/02/0174/A","41","6","SP","6","9A","5","","C","","","","","","C","C","","","","C","C","","","S1.2.1.2.1","","440.766","1","","","Spilling","W","7.3","Low"
"04/02/0175/A","53","7","P","7","9A","4","","","","","","","","","C","","","C","","C","","","S1.2.2.2","","799.357","1","","","Spilling","N","7.3","Low"
"04/02/0175/B","53","10","P","10","10A","5","","C","","","","","","","","","","","","","","","S1.2","S2.3","1586.548","36","","","Plunging","N","7.3","Low"
"04/02/0176/A","53","10","P","10","10A","4","","P","","","","","","","","","","C","","C","","","S1.2","S2.3","1072.148","1","","","Spilling","N","7.3","Low"
"04/02/0177/A","53","7","P","7","9A","4","","","","N","","","","P","","","","C","","C","","","S1.2.2.2","","1013.164","14","","","Plunging","W","7.3","Low"
"04/02/0178/A","53","7","P","7","9A","4","","","","N","","","","","C","","","","","","","","S1.2.2.2","","417.405","4","","","Spilling","W","7.3","Low"
"04/02/0179/A","53","7","P","7","9A","4","","","","","","","","","P","","","","","","","","S1.2.2.2","","135.714","12","","","Plunging","N","7.3","Low"
"04/02/0180/A","53","7","P","7","9A","4","","","","","","","","","C","","","","","C","","","S1.2.2.2","","145.757","5","","","Spilling","S","7.3","Low"
"04/02/0181/A","53","7","P","7","9A","4","","","","","","","","C","","","","","","C","","","S1.2.2.2","","326.623","6","","","Spilling","W","7.3","Low"
"04/02/0182/A","53","7","P","7","9A","4","","C","","","","","","","","","","C","","C","","","S1.2.2.2","","809.79","1","","","Spilling","S","7.3","Low"
"04/02/0183/A","53","7","P","7","9A","4","","C","","N","","","","","","","","C","","C","","","S1.2.2.2","","445.934","1","","","Spilling","SE","7.3","Low"
"04/02/0184/A","53","7","P","7","9A","4","","","","N","","","","","","","","C","","C","","","S1.2.2.2","","146.194","1","","","Spilling","SE","7.3","Low"
"04/02/0185/A","51","7","P","7","9A","4","","C","","","","","","","","","","","","","","","S1.2.2.2","","316.227","1","","","Spilling","E","7.3","Low"
"04/02/0186/A","43","7","SP","7","9A","4","","C","","","","","","C","C","","","","C","C","","","S1.2.2.2","","1066.811","1","","","Spilling","W","7.3","Low"
"04/02/0187/A","41","7","SP","7","9A","4","","P","","","","","","C","C","","","","C","C","","","S1.2.2.2","","3553.934","1","","","Spilling","W","7.3","Low"
"04/02/0188/A","41","7","SP","7","9A","4","","C","","","","","","C","C","","","","C","C","","","S1.2.2.2","","775.429","1","","","Spilling","W","7.3","Low"
"04/02/0189/A","43","7","SP","7","9A","4","","","","","","","","C","C","","","","C","C","","","S1.2.2.2","","158.056","1","","","Spilling","W","7.3","Low"
"04/02/0190/A","41","7","SP","7","10A","4","","","","N","","","","C","C","","","","C","C","","","S1.2.2.2","","1071.375","1","","","Spilling","W","7.3","Low"
"04/02/0191/A","41","4","SP","4","9A","4","","P","","N","","","","","C","","","C","C","C","","","S1.1","S1.2.2.2","995.864","1","","","Spilling","S","7.3","Low"
"04/02/0192/A","53","7","P","7","9A","4","","C","","","","","","","C","","","C","C","C","","","S1.2.2.2","","451.007","1","","","Spilling","S","7.3","Low"
"04/02/0193/A","51","7","P","7","9A","4","","","","N","","","","","C","","","C","C","C","","","S1.2.2.2","","1934.297","0","","","Spilling","W","7.3","Low"
"04/02/0194/A","51","7","P","7","9A","4","","P","","N","","","","","C","","","C","","C","","","S1.2.2.2","","78.45","1","","","Spilling","NE","7.3","Low"
